Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
7172f11b-8f63-3f42-b2fa-ba08819e8e73,74ab949d-17ac-3309-83a0-13b4405c66aa,Gabriel934 Reilly981,F,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,18162,0
4379ba60-acbc-330c-bac1-4d4d63d06e22,588f6ce6-b8db-3588-8189-29db2680a313,Terence292 Brakus656,M,GENERAL PRACTICE,461 WALNUT AVE,JAMAICA PLAIN,MA,021302331,42.311587599999996,-71.09800136347226,79,0
38030d91-772f-3616-a996-551bb5ea6905,324b4137-57a0-3ae0-89db-1c33f57ae0c1,Marquis364 Satterfield305,M,GENERAL PRACTICE,134 NORTH ST,NORTH READING,MA,018641315,42.5892341,-71.10546522083789,22,0
5660eb17-441d-3f76-bf7e-261bbe3007fb,b6398e07-4967-31a5-807f-380039a1f303,Shane235 Lueilwitz711,M,GENERAL PRACTICE,19 TACOMA ST,WORCESTER,MA,016053516,42.30230485,-71.76614692511056,50,0
8b07d0df-3a9e-3047-b3dc-d9f34f7f92b5,17a4bae5-8b64-34d7-8144-b428be027bd0,Lindsay928 Ward668,M,GENERAL PRACTICE,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,42.295109499999995,-71.71808471110307,20,0
05770252-2274-36a9-a2d7-58408367acfb,e76b5eb0-0c9d-3593-b5da-3c0e9a97bb96,Sal878 Lehner980,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,25687,0
41f30d92-3a3b-3fe0-b0ed-d52c961f3561,ef5390b4-cba5-3d83-96db-af783a7adb43,Milan77 Anderson154,M,GENERAL PRACTICE,360 MERRIMACK ST,MALDEN,MA,021482329,42.4250964,-71.066163,63,0
0c214d10-bfb9-3929-a672-11a6f4710cbb,77645e49-3f69-3d1d-bb93-dc65210e2fac,Vella930 Ankunding277,F,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027205246,41.7093779,-71.1460783680883,1832,0
1cb27864-3a3a-3a85-8505-15b0bcfe6636,aa682136-a4df-3942-9f50-e6fcee6c0b73,Precious140 Runolfsson901,F,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,17,0
5aa7c41d-d465-3931-9816-ac26591b66e6,5becf220-2978-3f33-bd38-9326947f85de,Thad495 Leannon79,M,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,148,0
bcca2864-ba8e-33b0-ba3e-20218e2e9efc,ae88fd02-4911-3625-9e97-85b626ed3b0b,Adolph80 Farrell962,M,GENERAL PRACTICE,476 VARNUM AVE,LOWELL,MA,018542122,42.6443795,-71.34721987550876,5,0
3facad09-979d-3288-968b-16dbf11246eb,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Blossom971 Bartoletti50,F,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,41,0
67858ed8-e948-3969-ae50-8724e1eb56f8,03d0392a-7361-32b3-81c9-8c8ac985be00,Sid118 Daniel959,M,GENERAL PRACTICE,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,53,0
ac1bd4d4-99c9-3fb0-ac7f-c347d0a715ab,883104df-bf21-3226-a432-30a61ac7416d,Russell422 Hermiston71,F,GENERAL PRACTICE,19B CROSBY DR STE 160,BEDFORD,MA,017301412,42.5044791,-71.2417607,32,0
424d9141-8bb0-3606-bffc-e7fcb6d49e90,ab701a70-a658-340e-8f69-ee196a7d40c6,Bud153 Parisian75,M,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,289,0
bcce0a1a-cedc-3e1b-99bd-062d9901a072,41e77ca4-b0d7-3c1d-ac88-4ae5a705913d,Johnson679 Pfeffer420,M,GENERAL PRACTICE,20 CLAFLIN STREET,MILFORD,MA,017573356,42.137601149999995,-71.51680334935877,12,0
e78ec467-9f51-3b4c-a144-47032b94c3a6,11ba6a26-59b4-3728-a268-6dc9929962b4,Archie818 McCullough561,M,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,550,0
37caf5b1-5f4d-3e73-978e-0be8f4ea1099,bee866be-d41f-3259-97b2-0e10331c6c16,Rosy219 Sawayn19,F,GENERAL PRACTICE,589 HIGHLAND AVE,NEEDHAM,MA,024942205,42.300873100000004,-71.22988027903574,30,0
0460c4b8-01e1-302f-be92-9e22ae50f2dd,bd6cec50-10de-3696-940b-4022618764ab,Lynn917 Graham902,F,GENERAL PRACTICE,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,20,0
cc604892-9cd1-307e-8c3b-88ea421e289f,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Maxima831 Fahey393,F,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,2089,0
7af6922b-84bc-3e11-b596-22259521ba3c,592a8cbc-999b-3060-89e3-60925fa3c349,Voncile324 Hintz995,F,GENERAL PRACTICE,865 CENTRAL AVE,NEEDHAM,MA,024921316,42.2905133,-71.25420518075296,12,0
fb53eaa1-f3af-3598-ab53-88ce78b151bf,0c8cc36b-3025-37ad-b7ab-50ea3aeea5a8,Jenniffer979 Terry864,F,GENERAL PRACTICE,143 LONGWATER DRIVE,WEYMOUTH,MA,021902432,42.2212188,-70.9391625,293,0
bedd95bc-3479-3764-bd1b-ff2d860bc5c0,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Lucas404 Klocko335,M,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,4,0
4c7df847-1f0b-3522-b5be-628ebea7ec5d,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,Norah104 Friesen796,F,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,499,0
daeeb05d-9240-3d52-b76c-70f5ce61b6ba,fa564970-fde4-332c-91d9-c0747b032d3e,Jennefer743 Hudson301,F,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,311,0
101d4fbb-3b91-3406-9fa5-5625cc054476,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,1306,0
30fcfc74-2ee5-3a5b-b23b-5e177ab6d599,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Gracia333 Schuster709,F,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,6429,0
e3dd6b85-6645-37ec-b142-af5771469cb0,1a40cadb-d382-3853-9975-8b74417f291b,Williams176 Kilback373,M,GENERAL PRACTICE,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601445,42.55186086054086,-70.97261268384547,53,0
8ce0977e-0003-3766-a2e1-87f76b39745d,50a91b37-cb62-3883-aa31-33802f142c2d,Leesa210 Bashirian201,F,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,024812112,42.324730450000004,-71.25364984557581,573,0
